ID_Cabang,Nama_Cabang,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Telepon,Status_IMB,Sewa_Mulai,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Sertifikat_Halal,Halal_Exp,Tingkat_Sengketa,Deskripsi_Sengketa,Tanggal_Update,URL_Maps
GCN-0183,Mie Gacoan Sidoarjo - Pabean,"Alamat: Jl. Raya Pabean No.39, Payan, Pabean, Kec. Sedati, Kabupaten Sidoarjo, Jawa Timur 61253",Kabupaten Sidoarjo,Jawa Timur,4.7,,,In Progress,2024-05-20,2027-02-19,332,Tersertifikasi,2027-01-11,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sidoarjo+-+Pabean/data=!4m7!3m6!1s0x2dd7e52231071e9f:0x619e9e448f1c2463!8m2!3d-7.3678077!4d112.7636106!16s%2Fg%2F11s4c6q7tf!19sChIJnx4HMSLl1y0RYyQcj0SenmE?authuser=0&hl=id&rclk=1
GCN-0242,Mie Gacoan - ku,"Alamat: Krajan Satu Kembang, Dukuhseti, Kec. Dukuhseti, Kabupaten Pati, Jawa Tengah 59158",Kabupaten Pati,Jawa Timur,5.0,,Telepon: 0813-2806-8720,Approved,2025-11-27,2027-02-25,338,Tersertifikasi,2027-11-08,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+ku/data=!4m7!3m6!1s0x2e71330001894313:0x77c8b90a2049c75c!8m2!3d-6.4503376!4d111.0274237!16s%2Fg%2F11y5rrf7cb!19sChIJE0OJAQAzcS4RXMdJIAq5yHc?authuser=0&hl=id&rclk=1
GCN-0261,Mie Gacoan Gianyar,"Alamat: Jl. Dharma Giri No.99X, Buruan, Kec. Gianyar, Kabupaten Gianyar, Bali 80511",Kabupaten Gianyar,Bali,4.3,,Telepon: 0895-3448-01616,Approved,2022-03-03,2027-02-27,340,Tersertifikasi,2027-10-14,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Gianyar/data=!4m7!3m6!1s0x2dd21789e5740c25:0xea5ea65f1101bf4b!8m2!3d-8.5406309!4d115.3157123!16s%2Fg%2F11t3dt0khj!19sChIJJQx05YkX0i0RS78BEV-mXuo?authuser=0&hl=id&rclk=1
GCN-0189,Mie Gacoan Bojonegoro - Teuku Umar,"Alamat: Jl. Teuku Umar No.83, Kadipaten, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62111",Kabupaten Bojonegoro,Jawa Timur,4.7,,,In Progress,2023-01-09,2027-03-02,343,Tersertifikasi,2027-01-09,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bojonegoro+-+Teuku+Umar/data=!4m7!3m6!1s0x2e77816a640819cf:0x4e62487f46f03e3c!8m2!3d-7.1525898!4d111.8870105!16s%2Fg%2F11shdp7vl1!19sChIJzxkIZGqBdy4RPD7wRn9IYk4?authuser=0&hl=id&rclk=1
GCN-0105,Q'like Mie n Catering ( Mie Gacoan Vuja),"Alamat: 4M8V+FHM, Lorong R. Wintana, RT.22/RW.08, Talang Betutu, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961",Kota Palembang,Sumatra Selatan,5.0,,Telepon: 0812-7103-8527,Approved,2024-05-27,2027-03-04,345,Tersertifikasi,2027-09-08,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Q%27like+Mie+n+Catering+%28+Mie+Gacoan+Vuja%29/data=!4m7!3m6!1s0x2e3b733f9ebbc377:0x4872c84a3a28ca04!8m2!3d-2.8837856!4d104.6939115!16s%2Fg%2F11v3z1sqnw!19sChIJd8O7nj9zOy4RBMooOkrIckg?authuser=0&hl=id&rclk=1
GCN-0210,Mie Gacoan Pasuruan,"Alamat: Jl. Soekarno Hatta No.49, Bangilan, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67114",Kota Pasuruan,Jawa Timur,4.8,,,Approved,2024-07-25,2027-03-04,345,Tersertifikasi,2027-03-12,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Pasuruan/data=!4m7!3m6!1s0x2dd7c5a2b7e320b3:0x9ad1d32998f4a4c3!8m2!3d-7.6375011!4d112.9052422!16s%2Fg%2F11kjy777sn!19sChIJsyDjt6LF1y0Rw6T0mCnT0Zo?authuser=0&hl=id&rclk=1
GCN-0006,Mie Gacoan Langsa,"Alamat: Jl. Jenderal Ahmad Yani, Paya Bujok Tunong, Kec. Langsa Baro, Kota Langsa, Aceh 24375",Kota Langsa,Aceh,4.8,,,In Progress,2025-06-29,2027-03-11,352,Tersertifikasi,2026-09-21,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Langsa/data=!4m7!3m6!1s0x303785002ee8f569:0x15df0934f896d713!8m2!3d4.4801819!4d97.9554058!16s%2Fg%2F11ww6hdr5k!19sChIJafXoLgCFNzARE9eW-DQJ3xU?authuser=0&hl=id&rclk=1
GCN-0169,Mie Gacoan Purworejo,"Alamat: Jl. A. Yani No.102, Kedungputri, Baledono, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54118",Kabupaten Purworejo,Jawa Tengah,4.8,,,Approved,2025-02-25,2027-03-20,361,Belum Tersertifikasi,2027-06-15,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Purworejo/data=!4m7!3m6!1s0x2e7aeb004c2a7387:0x2b3648ce7f3a7bcc!8m2!3d-7.7130187!4d110.0170238!16s%2Fg%2F11yjy_l_d_!19sChIJh3MqTADrei4RzHs6f85INis?authuser=0&hl=id&rclk=1
GCN-0358,Mie Gacoan,"Alamat: 28VJ+42R, Malawili, Kec. Aimas, Kabupaten Sorong, Papua Barat Daya 98414",Kabupaten Sorong,Papua Barat,3.0,,Telepon: 0813-4451-2025,Approved,2023-07-01,2027-03-26,367,Tersertifikasi,2026-05-18,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan/data=!4m7!3m6!1s0x2d5bff00283b88ef:0x4140b46d8254e2f0!8m2!3d-0.9572587!4d131.3301403!16s%2Fg%2F11y2cn749d!19sChIJ74g7KAD_Wy0R8OJUgm20QEE?authuser=0&hl=id&rclk=1
GCN-0147,Mie Gacoan Tangerang - Raya Mauk,"Alamat: VHQC+J3H, Jl. Raya Mauk, RT.02/RW.02, Pisangan Jaya, Kec. Sepatan, Kabupaten Tangerang, Banten 15520",Kabupaten Tangerang,Banten,4.8,,Telepon: 0821-8981-9995,Approved,2025-04-03,2027-03-27,368,Tersertifikasi,2027-10-01,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tangerang+-+Raya+Mauk/data=!4m7!3m6!1s0x2e6a0100401de6f3:0x20ab316540b26236!8m2!3d-6.1109499!4d106.5702219!16s%2Fg%2F11ynjtnjbz!19sChIJ8-YdQAABai4RNmKyQGUxqyA?authuser=0&hl=id&rclk=1
GCN-0009,Mie Gacoan,"Alamat: Jl. Dr. Mansyur, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154",Kota Medan,Aceh,4.7,,,Approved,2025-01-28,2027-04-02,374,Tersertifikasi,2027-03-26,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan/data=!4m7!3m6!1s0x30312ff2d1883d8b:0x2b06a55a5301a10f!8m2!3d3.5672593!4d98.6459741!16s%2Fg%2F11t7f8gklv!19sChIJiz2I0fIvMTARD6EBU1qlBis?authuser=0&hl=id&rclk=1
GCN-0317,Mie Gacoan Tarakan,"Alamat: Jl. Mulawarman No.179, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara",Kota Tarakan,Kalimantan Utara,4.8,,,Approved,2023-01-18,2027-04-05,377,Dalam Proses,2026-08-05,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Tarakan/data=!4m7!3m6!1s0x32138b006cd393d5:0x9ccb301a3fe1b96a!8m2!3d3.3105835!4d117.5826311!16s%2Fg%2F11yl35mhgv!19sChIJ1ZPTbACLEzIRarnhPxowy5w?authuser=0&hl=id&rclk=1
GCN-0084,Mie Gacoan Sagulung - Batam,"Alamat: Jl. Letjend Suprapto No.21a, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29424",,Riau,4.8,,Telepon: 0899-0220-003,Approved,2025-07-24,2027-04-11,383,Tersertifikasi,2026-12-01,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sagulung+-+Batam/data=!4m7!3m6!1s0x31d98d003dc92f0d:0xd3825bb9f372534d!8m2!3d1.0400489!4d103.9852517!16s%2Fg%2F11xyyhbydv!19sChIJDS_JPQCN2TERTVNy87lbgtM?authuser=0&hl=id&rclk=1
GCN-0286,Mie Gacoan - George Obos Palangka Raya,"Alamat: Jl. G. Obos, Menteng, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73111",Kota Palangka Raya,Kalimantan Tengah,4.8,,Telepon: 0812-1635-2018,Approved,2025-03-05,2027-04-16,388,Belum Tersertifikasi,2027-10-28,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+-+George+Obos+Palangka+Raya/data=!4m7!3m6!1s0x2dfcb30025d4ffdb:0xd485b70c4fb161bb!8m2!3d-2.2248464!4d113.9039618!16s%2Fg%2F11x6jh28t3!19sChIJ2__UJQCz_C0Ru2GxTwy3hdQ?authuser=0&hl=id&rclk=1
GCN-0198,Mie Gacoan Kenjeran 2,"Alamat: Jl. Kenjeran No.141, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134",,Jawa Timur,4.7,,Telepon: 0895-3012-2767,Bermasalah,2024-11-10,2027-04-17,389,Tersertifikasi,2027-11-04,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Kenjeran+2/data=!4m7!3m6!1s0x2dd7f9c3a6d1e035:0x7438b734ca2379ff!8m2!3d-7.2431933!4d112.7625713!16s%2Fg%2F11sw24mfqg!19sChIJNeDRpsP51y0R_3kjyjS3OHQ?authuser=0&hl=id&rclk=1
GCN-0232,Mie Gacoan Jepara,"Alamat: Jl. Veteran No.38, Jobokuto III, Jobokuto, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59416",Kabupaten Jepara,Jawa Timur,4.6,,,Approved,2026-02-20,2027-04-18,390,Tersertifikasi,2027-08-07,High (Eskalasi),Gugatan Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jepara/data=!4m7!3m6!1s0x2e711f0067716cc1:0x6ec7c9ba15f55165!8m2!3d-6.5911493!4d110.663572!16s%2Fg%2F11vypysvrg!19sChIJwWxxZwAfcS4RZVH1FbrJx24?authuser=0&hl=id&rclk=1
GCN-0044,Mie Gacoan Cilacap,"Alamat: Jl. S. Parman No.31, Cilacap, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53212",Kabupaten Cilacap,Sumatra Barat,4.8,,,Approved,2023-09-23,2027-04-18,390,Tersertifikasi,2028-03-14,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Cilacap/data=!4m7!3m6!1s0x2e6513f1fbe9736f:0xd9d4a755bc3cf944!8m2!3d-7.7235411!4d109.0131524!16s%2Fg%2F11tm_txtyl!19sChIJb3Pp-_ETZS4RRPk8vFWn1Nk?authuser=0&hl=id&rclk=1
GCN-0153,Mie Gacoan Karang Tanjung,"Alamat: PS.5 Blok 007, Kadumerak, Kec. Karang Tj., Kabupaten Pandeglang, Banten 42231",Kabupaten Pandeglang,Banten,4.6,,Telepon: 0898-3865-464,Approved,2023-07-06,2027-04-18,390,Tersertifikasi,2026-07-12,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Karang+Tanjung/data=!4m7!3m6!1s0x2e422300241b5503:0x667f5d8d963bcee4!8m2!3d-6.2877238!4d106.116493!16s%2Fg%2F11xg53g4y9!19sChIJA1UbJAAjQi4R5M47lo1df2Y?authuser=0&hl=id&rclk=1
GCN-0073,Mie Gacoan Bandung - Cibiru Nasution,"Alamat: Jl. Cilengkrang II, Palasari, Kec. Cibiru, Kota Bandung, Jawa Barat 40615",,Sumatra Barat,4.7,,,Approved,2025-01-29,2027-04-22,394,Tersertifikasi,2027-01-13,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bandung+-+Cibiru+Nasution/data=!4m7!3m6!1s0x2e68c3510b473559:0xb588ba3617a970d6!8m2!3d-6.9248058!4d107.7107605!16s%2Fg%2F11tn4dtdgh!19sChIJWTVHC1HDaC4R1nCpFza6iLU?authuser=0&hl=id&rclk=1
GCN-0336,Mie Gacoan Bone,"Alamat: F828+RW6, Jl. Pepaya BLK, Macege, Kec. Tanete Riattang Bar., Kabupaten Bone, Sulawesi Selatan 92711",Kabupaten Bone,Sulawesi Tengah,4.7,,,Approved,2023-06-28,2027-04-24,396,Tersertifikasi,2027-11-01,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bone/data=!4m7!3m6!1s0x2dbde500418e71f9:0x8c402afd71144f4f!8m2!3d-4.547965!4d120.3172687!16s%2Fg%2F11ylxsx4__!19sChIJ-XGOQQDlvS0RT08Ucf0qQIw?authuser=0&hl=id&rclk=1
GCN-0068,Mie Gacoan Sukabumi - Otista,"Alamat: Jl. Otto Iskandardinata No.42, Kebonjati, Kec. Citamiang, Kota Sukabumi, Jawa Barat 43145",Kota Sukabumi,Sumatra Barat,4.6,,,Approved,2022-12-03,2027-04-28,400,Tersertifikasi,2026-08-08,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sukabumi+-+Otista/data=!4m7!3m6!1s0x2e6849006a2fe423:0x4648056a489c7cf5!8m2!3d-6.9250147!4d106.9335406!16s%2Fg%2F11ydtl71ls!19sChIJI-QvagBJaC4R9XycSGoFSEY?authuser=0&hl=id&rclk=1
GCN-0036,Mie Gacoan Dahlan Palembang,"Alamat: Jl. KH. Ahmad Dahlan No.78, Talang Semut, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30126",Kota Palembang,Sumatra Barat,4.8,,Telepon: 0882-8770-4068,Approved,2024-03-14,2027-04-29,401,Tersertifikasi,2027-10-07,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Dahlan+Palembang/data=!4m7!3m6!1s0x2e3b7502de047399:0x84a464002738b24a!8m2!3d-2.987283!4d104.745088!16s%2Fg%2F11s88s5cs4!19sChIJmXME3gJ1Oy4RSrI4JwBkpIQ?authuser=0&hl=id&rclk=1
GCN-0080,Mie Gacoan Malang - Sukun,"Alamat: Jl. S. Supriadi No.74, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65148",Kota Malang,Sumatra Barat,4.5,,Telepon: 0896-3934-5020,Approved,2023-01-20,2027-04-30,402,Tersertifikasi,2027-02-19,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Malang+-+Sukun/data=!4m7!3m6!1s0x2e78833db8f86e79:0xf9530d21e7e657f9!8m2!3d-7.9985522!4d112.6185701!16s%2Fg%2F11kpdxkkb3!19sChIJeW74uD2DeC4R-Vfm5yENU_k?authuser=0&hl=id&rclk=1
GCN-0117,Mie Gacoan Jakarta - Joglo Raya,"Alamat: Jl. Meruya Selatan No.46, Joglo, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11640",Kota Jakarta Barat,DKI Jakarta,4.8,,,Approved,2022-05-15,2027-05-01,403,Tersertifikasi,2027-06-02,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Jakarta+-+Joglo+Raya/data=!4m7!3m6!1s0x2e69f7004215c601:0xa4f51fb3658442cd!8m2!3d-6.2148892!4d106.7377976!16s%2Fg%2F11yyz256sg!19sChIJAcYVQgD3aS4RzUKEZbMf9aQ?authuser=0&hl=id&rclk=1
GCN-0225,Mie Gacoan Teh Nining,"Alamat: Jl. Sarwodadi VI, RT.01 RW08/RW.no.15a, Karanganyar, Purwokerto Kidul, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53147",Kabupaten Banyumas,Jawa Timur,5.0,,Telepon: 0882-1556-7823,Approved,2023-10-27,2027-05-03,405,Dalam Proses,2027-06-06,High (Eskalasi),Perlu Keputusan Direksi,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Teh+Nining/data=!4m7!3m6!1s0x2e655f3df62b5497:0xd0ada2ca7086cdc2!8m2!3d-7.4331502!4d109.2571813!16s%2Fg%2F11y34rztqt!19sChIJl1Qr9j1fZS4Rws2GcMqirdA?authuser=0&hl=id&rclk=1
GCN-0343,Mie Gacoan Sengkang,"Alamat: Tempe, Kec. Tempe, Kabupaten Wajo, Sulawesi Selatan",Kabupaten Wajo,Sulawesi Tengah,4.8,,,Bermasalah,2025-03-15,2027-05-05,407,Tersertifikasi,2027-07-06,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sengkang/data=!4m7!3m6!1s0x2d95e7000d3c6f2d:0x5851daed073cdb53!8m2!3d-4.1210794!4d120.0235591!16s%2Fg%2F11xdzgwj4p!19sChIJLW88DQDnlS0RU9s8B-3aUVg?authuser=0&hl=id&rclk=1
GCN-0351,Mie Gacoan Bulukumba,"Alamat: Caile, Kec. Ujung Bulu, Kabupaten Bulukumba, Sulawesi Selatan 92517",Kabupaten Bulukumba,Sulawesi Tengah,4.9,,Telepon: 0896-7824-9303,Approved,2023-03-30,2027-05-06,408,Dalam Proses,2027-06-30,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bulukumba/data=!4m7!3m6!1s0x2dbbff00622c7675:0x2ce650825e5fc5b9!8m2!3d-5.546111!4d120.1909622!16s%2Fg%2F11wp50g8ys!19sChIJdXYsYgD_uy0RucVfXoJQ5iw?authuser=0&hl=id&rclk=1
GCN-0295,Mie Gacoan Banjarbaru A Yani,"Alamat: Jl. A. Yani No.KM 35, Loktabat Sel., Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714",Kota Banjar Baru,Kalimantan Tengah,4.8,,,Approved,2022-05-27,2027-05-11,413,Tersertifikasi,2028-01-20,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Banjarbaru+A+Yani/data=!4m7!3m6!1s0x2de681007be6286b:0x1f5375ddbf09e45b!8m2!3d-3.4426833!4d114.8455636!16s%2Fg%2F11xffpy101!19sChIJayjmewCB5i0RW-QJv911Ux8?authuser=0&hl=id&rclk=1
GCN-0237,Mie Gacoan Estri Sumpiuh,"Alamat: depan Rumah Sakit NU SUMPIUH, jl raya timur, Sawah, Kradenan, Kec. Sumpiuh, Kabupaten Banyumas, Jawa Tengah 53196",Kabupaten Banyumas,Jawa Timur,5.0,,,Approved,2023-05-11,2027-05-12,414,Tersertifikasi,2026-07-21,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Estri+Sumpiuh/data=!4m7!3m6!1s0x2e6547000afe702d:0x639d8b894db1a52a!8m2!3d-7.6141028!4d109.3735743!16s%2Fg%2F11w_j_lxx4!19sChIJLXD-CgBHZS4RKqWxTYmLnWM?authuser=0&hl=id&rclk=1
GCN-0221,Mie Gacoan 1,"Alamat: Jl. Joyoboyo No.13, Jagalan, Kec. Kota, Kota Kediri, Jawa Timur 64129",Kota Kediri,Jawa Timur,4.3,,,Approved,2023-08-25,2027-05-16,418,Tersertifikasi,2027-04-09,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+1/data=!4m7!3m6!1s0x2e785725a99f4961:0xf049b2ddd8439e61!8m2!3d-7.8216231!4d112.0186001!16s%2Fg%2F11bw5xm8h7!19sChIJYUmfqSVXeC4RYZ5D2N2ySfA?authuser=0&hl=id&rclk=1
GCN-0051,Mie Gacoan Pekanbaru - Rumbai Sembilang,"Alamat: Jl. Sembilang No.116, Limbungan Baru, Kec. Rumbai Pesisir, Kota Pekanbaru, Riau 28266",Kota Pekanbaru,Sumatra Barat,4.9,,,In Progress,2024-11-26,2027-05-16,418,Tersertifikasi,2026-06-10,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Pekanbaru+-+Rumbai+Sembilang/data=!4m7!3m6!1s0x31d5ad0002fb34f3:0xf844de5530684022!8m2!3d0.5661736!4d101.448295!16s%2Fg%2F11yk11c1hz!19sChIJ8zT7AgCt1TERIkBoMFXeRPg?authuser=0&hl=id&rclk=1
GCN-0202,Mie Gacoan Blora,"Alamat: Jl. Mr. Iskandar No.21, Mlangsen, Jetis, Kec. Blora, Kabupaten Blora, Jawa Tengah 58214",Kabupaten Blora,Jawa Timur,4.9,,,Approved,2026-04-10,2027-05-22,424,Dalam Proses,2027-02-03,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Blora/data=!4m7!3m6!1s0x2e77410016afcf0b:0xdc7326568bff7d80!8m2!3d-6.9729634!4d111.4122469!16s%2Fg%2F11wx__pzgp!19sChIJC8-vFgBBdy4RgH3_i1Ymc9w?authuser=0&hl=id&rclk=1
GCN-0250,Mie Gacoan Dalung - ᬫᬶ ᬕᬘ᭄ᬯᬦ᭄᭟,"Alamat: Jl. Raya Padang Luwih No.145, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.5,,,Approved,2025-12-11,2027-05-23,425,Dalam Proses,2027-12-09,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Dalung+-+%E1%AC%AB%E1%AC%B6+%E1%AC%95%E1%AC%98%E1%AD%84%E1%AC%AF%E1%AC%A6%E1%AD%84%E1%AD%9F/data=!4m7!3m6!1s0x2dd23919d8280d8b:0x60b41a2a49990951!8m2!3d-8.6305347!4d115.1759575!16s%2Fg%2F11qm6l1dy3!19sChIJiw0o2Bk50i0RUQmZSSoatGA?authuser=0&hl=id&rclk=1
GCN-0096,Mie Gacoan Celentang Palembang,"Alamat: Jl. Brigjen Hasan Kasim, Bukit Sangkal, Kec. Kalidoni, Kota Palembang, Sumatera Selatan 30961",Kota Palembang,Sumatra Selatan,4.8,,,Bermasalah,2025-05-31,2027-05-26,428,Tersertifikasi,2027-01-03,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Celentang+Palembang/data=!4m7!3m6!1s0x2e3b7771f71ca03f:0xfe95f2e1725e2536!8m2!3d-2.9406864!4d104.7835331!16s%2Fg%2F11vkdys4c0!19sChIJP6Ac93F3Oy4RNiVecuHylf4?authuser=0&hl=id&rclk=1
GCN-0145,Mie Gacoan Sayabulu Serang,"Alamat: V5F3+JJ4, Jl. Ruby Residence, Serang, Kec. Serang, Kota Serang, Banten 42116",Kota Serang,Banten,4.7,,,Bermasalah,2025-06-21,2027-05-27,429,Dalam Proses,2026-12-25,Medium,Negosiasi Berjalan,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Sayabulu+Serang/data=!4m7!3m6!1s0x2e418b0016893199:0x3f09d665ee6c2d8e!8m2!3d-6.1259871!4d106.1540149!16s%2Fg%2F11yh3ngtch!19sChIJmTGJFgCLQS4Rji1s7mXWCT8?authuser=0&hl=id&rclk=1
GCN-0063,Mie Gacoan Pandau,"Alamat: Jl. Raya Pandau Permai, Pandau Jaya, Kec. Siak Hulu, Kota Pekanbaru, Riau 28284",Kota Pekanbaru,Sumatra Barat,5.0,,Telepon: 0895-3404-88915,Approved,2026-02-28,2027-05-29,431,Tersertifikasi,2027-07-07,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Pandau/data=!4m7!3m6!1s0x31d5a569ba310741:0x81b80ebe4d5876f4!8m2!3d0.4222462!4d101.4540517!16s%2Fg%2F11v_216cwb!19sChIJQQcxumml1TER9HZYTb4OuIE?authuser=0&hl=id&rclk=1
GCN-0047,Mie Gacoan Dumai,"Alamat: Jl. Sultan Hasanuddin No.99, Ratu Sima, Kec. Dumai Selatan, Kota Dumai, Riau 28826",Kota Dumai,Sumatra Barat,4.8,,,In Progress,2023-04-22,2027-05-31,433,Dalam Proses,2026-05-10,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Dumai/data=!4m7!3m6!1s0x31d3a9006f320c4f:0x910680f0e1eac6e3!8m2!3d1.6697706!4d101.4246339!16s%2Fg%2F11wn_gr0l_!19sChIJTwwybwCp0zER48bq4fCABpE?authuser=0&hl=id&rclk=1
GCN-0252,Mie Gacoan Renon,"Alamat: Jl. Tantular Barat No.83, Dangin Puri Klod, Kec. Denpasar Tim., Kota Denpasar, Bali 80234",Kota Denpasar,Bali,4.4,,,Approved,2023-12-29,2027-06-06,439,Tersertifikasi,2026-07-03,Medium,Mediasi Aktif,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Renon/data=!4m7!3m6!1s0x2dd241d91ea208e5:0x941aae7c19515542!8m2!3d-8.6700572!4d115.2230165!16s%2Fg%2F11j0yh1sx3!19sChIJ5QiiHtlB0i0RQlVRGXyuGpQ?authuser=0&hl=id&rclk=1
GCN-0330,Mie Gacoan Ar John Katili,"Alamat: H3C4+FX9, Tapa, Kec. Sipatana, Kota Gorontalo, Gorontalo 96138",Kota Gorontalo,Gorontalo,4.9,,,In Progress,2024-06-29,2027-06-11,444,Belum Tersertifikasi,2026-05-24,Low,Tidak Ada Sengketa,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Ar+John+Katili/data=!4m7!3m6!1s0x32792d00599d9f2b:0x590781059b4dfa35!8m2!3d0.5712095!4d123.0576709!16s%2Fg%2F11mdvc738z!19sChIJK5-dWQAteTIRNfpNmwWBB1k?authuser=0&hl=id&rclk=1
GCN-0278,Mie Gacoan tuban,"Alamat: JJRP+847, Jl. Hasanudin, Dauhwaru, Kec. Jembrana, Kabupaten Jembrana, Bali 82218",Kabupaten Jembrana,Nusa Tenggara Barat,,,,Approved,2024-02-07,2027-06-12,445,Tersertifikasi,2026-07-02,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+tuban/data=!4m7!3m6!1s0x2dd1630016a3bf45:0x7ae4cfcfa83ffbaf!8m2!3d-8.3592079!4d114.6352885!16s%2Fg%2F11ys1mlcsw!19sChIJRb-jFgBj0S0Rr_s_qM_P5Ho?authuser=0&hl=id&rclk=1
GCN-0077,Mie Gacoan Bekasi - Raya Hankam,"Alamat: Jl. Raya Hankam No.31a, RT.004/RW.005, Jatimelati, Kec. Pd. Melati, Kota Bks, Jawa Barat 17415",Kota Bks,Sumatra Barat,4.9,,Telepon: 0896-7825-0038,Approved,2025-02-08,2027-06-12,445,Tersertifikasi,2026-06-21,Low,Sengketa Kecil Sudah Selesai,2026-03-24,https://www.google.com/maps/place/Mie+Gacoan+Bekasi+-+Raya+Hankam/data=!4m7!3m6!1s0x2e699300118e9ae7:0x408f7025ce6bc9f3!8m2!3d-6.3162673!4d106.9244673!16s%2Fg%2F11x1g6vq5c!19sChIJ55qOEQCTaS4R88lrziVwj0A?authuser=0&hl=id&rclk=1
